device_id,dev_eui,dev_addr,timestamp,temperature,humidity,barometric_pressure,analog_in_1,analog_in_2,rssi,snr,latitude,longitude,gateway_id,frequency,spreading_factor,bandwidth
device-4549,D45C0C16A46F6B7D,B068A039,2024-08-05T17:30:11,21.29,60.34,1044.2,0.87,1.73,-69,5.19,9.344678,112.526741,us-himself-affect,867100000,12,125000
device-4282,92FBEC02936E6472,73EC6CBE,2025-06-17T00:16:35,47.92,71.68,1006.3,3.61,4.77,-94,-10.75,62.790219,49.604661,kitchen-enter,868300000,12,125000
device-3270,618B93CBB31F9FCF,2C9D5DC7,2024-08-18T04:24:38,16.44,68.47,1028.8,2.48,3.96,-45,-10.13,-51.455154,-84.618181,show-major-part,869500000,8,125000
device-0049,B10822766C6F597F,79CECFB4,2024-11-16T23:42:26,30.66,66.94,1001.2,4.7,2.06,-82,-6.45,65.299197,-118.455344,everything-believe,869500000,11,250000
device-2794,DF2F93F89A973D43,BE80A557,2025-06-16T15:41:34,35.12,51.82,996.2,3.11,2.75,-100,-9.19,73.00697,171.967774,fast-rule-follow,869500000,8,125000
device-1324,AEF8E514BF1AC52E,4C54BDBC,2025-06-17T15:00:02,30.8,19.08,1045.6,1.04,1.87,-39,-13.11,72.667248,-73.164246,trade-hundred,869500000,8,250000
device-2994,9CB3520CF1CAACE7,A2AEB031,2025-07-09T10:49:34,26.86,72.57,1001.7,2.83,1.23,-72,1.5,-22.680725,138.567003,man-amount-level,867100000,8,125000
device-1908,06604C4656553F59,70E2C487,2024-09-25T17:00:16,27.63,70.95,998.6,1.92,4.28,-47,8.15,-83.398067,-12.097786,young-wrong-beat,867100000,9,250000
device-0544,6F58E3C6110D778A,655C7A7F,2025-06-19T14:48:08,11.76,13.7,1032.6,2.36,3.11,-105,13.04,70.639827,-24.555073,with-fire-everyone,868300000,12,250000
device-1212,ADA54D0F29080F25,866B76B0,2025-06-25T10:14:44,-8.23,61.24,1029.9,4.96,2.88,-77,8.2,-60.93131,-87.750053,can-care-most-view,868300000,12,125000
device-1404,B2132F78481804AF,86A7CFF5,2024-09-18T00:31:47,-6.49,13.28,969.2,0.69,3.13,-46,8.45,-41.251179,-91.33711,meet-clear-go,869500000,10,250000
device-0320,EE8AC8D3D3D01F3C,669FE28D,2025-05-01T22:05:08,32.69,64.37,966.8,1.77,4.47,-65,-11.62,29.96109,-133.739653,size-foreign-rise,869500000,10,125000
device-3950,4B8C2695927E5F4C,9AEF1D8F,2025-03-12T00:31:12,-0.66,72.77,1049.2,1.85,2.19,-96,5.51,-85.753416,-126.779214,will-treat-entire,868300000,12,125000
device-0297,CF9E02CC175F6815,0B7AD98F,2024-09-11T00:17:54,25.56,89.32,973.9,2.27,4.5,-106,9.98,3.545114,-112.121501,list-perhaps-spring,867100000,11,125000
device-2676,9362AA5B78BDC77D,2242758B,2024-11-29T18:06:40,30.94,51.17,1028.9,4.71,2.73,-110,8.44,-75.658113,-7.045768,eye-letter-southern,867100000,11,250000
device-3202,DA3EA86F513E95E7,723C63A3,2024-08-06T04:26:50,8.44,22.41,980.8,2.78,3.61,-77,-16.09,22.234908,37.663991,activity-group,868300000,7,125000
device-3737,18E053B6164C2B26,58B8524C,2025-04-24T05:59:26,33.04,89.91,979.5,1.12,3.24,-33,-6.71,66.594411,36.968702,practice-knowledge,867100000,10,125000
device-0663,AE2B6BCA86362BD7,7F0ED36D,2025-03-19T11:40:56,19.72,45.94,1032.6,0.76,3.19,-86,-10.41,82.113113,-141.246393,upon-scene-account,869500000,11,125000
device-2937,42CF9CCA0BFBF771,07F3E532,2025-03-23T05:12:24,-3.35,65.23,1010.4,3.69,1.98,-66,11.74,37.264155,16.992369,let-nation-sit,869500000,8,125000
device-0478,6C632FE6BF4FC353,CC11F7C1,2025-05-29T14:33:18,-5.98,68.68,956.7,1.72,1.11,-95,3.96,-54.961611,62.449887,deal-hand-think,867100000,12,125000
device-3160,7CC94A553D144837,9FA7E051,2024-08-18T21:42:51,20.95,89.14,972.2,1.07,2.34,-55,9.43,-64.591344,149.12471,night-sign-feel,868300000,10,125000
device-1413,6CF65252C76F0EDC,B4C1E1F2,2025-04-26T06:30:56,2.6,34.72,1004.2,4.45,2.86,-109,6.89,73.649672,125.77608,others-pressure,869500000,12,250000
device-2887,BA85AA6E4826F996,497A82AA,2025-05-02T01:57:32,8.21,36.34,1028.0,3.22,4.92,-94,-9.37,66.719848,171.315202,quickly-present,868300000,8,250000
device-1586,0AA26DD1ED34ED0A,FB8D7BA8,2025-02-04T13:39:49,-5.16,84.5,988.2,1.92,4.43,-64,-11.08,-51.749408,98.830959,identify-pretty,868300000,12,125000
device-3093,3A16A5D626C362CD,F7056FC8,2025-06-05T03:38:20,46.42,64.3,995.2,1.66,4.76,-31,0.27,-62.471949,29.894456,worry-phone-idea,868300000,11,125000
device-4262,7EC92085DDDC7EAC,746F2B37,2025-04-27T19:48:32,12.07,36.33,1024.5,0.63,0.66,-77,-13.61,-81.505269,-102.199521,go-near-within,869500000,7,250000
device-3758,508823FD286F3BF2,B37104BF,2024-12-06T17:41:23,33.65,79.48,1012.5,3.16,4.3,-60,-0.53,-32.179643,151.283652,middle-enough,869500000,9,250000
device-3498,F436A81C2FCCC850,48E7D130,2025-04-02T09:47:14,13.74,76.66,980.4,3.08,4.22,-42,-1.59,-75.929157,162.557258,soon-plan-large,868300000,11,125000
device-2448,8CAFC397EC0903DD,ED3CBCE5,2025-02-03T18:05:48,40.84,43.99,990.0,4.39,3.85,-88,9.08,6.835931,77.064822,number-rather-last,869500000,11,125000
device-4889,40F2BB928990696D,E99AE006,2024-08-08T05:29:06,27.49,75.69,973.8,1.69,1.34,-116,-7.53,-77.50972,-91.595314,wear-music-time,868300000,8,250000
device-3750,FB679D4D227915DE,6DBB1048,2024-09-29T09:39:56,19.1,64.16,968.3,1.29,4.32,-78,-18.03,-46.010064,75.143315,world-wrong-become,869500000,12,250000
device-2069,A2E60797E89573DD,32453833,2025-04-05T20:19:39,32.31,75.53,1016.5,3.5,4.07,-67,1.99,55.135566,76.910201,skill-forget,867100000,8,125000
device-0936,54F8F346CA25D46D,4BAD1CCC,2025-04-16T01:29:03,47.79,70.87,987.7,4.18,4.14,-75,-8.92,61.393528,157.001485,again-conference,868300000,10,125000
device-0810,671ACC7F9A14D698,7304DB5B,2024-11-22T01:07:39,1.9,49.23,1018.5,0.9,3.22,-98,-6.75,-11.368292,-69.897299,executive-evidence,869500000,10,250000
device-2229,DA1E181A67197A88,433A6523,2024-08-31T14:40:46,22.92,29.52,978.2,3.65,2.41,-77,-7.36,18.010818,97.686237,win-together-road,867100000,7,250000
device-0973,9F9F3AEC9E8AA063,5E38DE7A,2024-12-26T17:43:47,27.24,45.73,1046.2,2.26,0.67,-31,13.08,13.894111,17.17919,around-course-call,867100000,11,125000
device-4640,B0FD32BD05A2DDE0,A085E578,2025-01-25T12:07:00,10.94,83.74,1036.0,2.42,1.66,-60,13.53,-18.16196,4.4974,citizen-behavior,867100000,7,250000
device-0380,A719C03F585E28E0,AD8DE1E5,2024-08-13T19:18:04,20.34,77.08,968.6,1.03,3.39,-117,4.7,-10.283216,141.530914,drop-kind-student,867100000,12,250000
device-1606,6043BFD1353022D3,90EBCA90,2025-01-08T07:29:27,45.43,32.3,1035.8,3.0,4.96,-108,8.43,-1.212345,88.579908,guess-it-take-floor,867100000,9,125000
device-1046,D4056282FF4A131B,81C2862C,2024-10-13T22:36:57,-3.88,43.39,982.9,2.57,1.83,-76,-11.17,-34.764122,-129.603027,once-hospital,867100000,11,250000
device-4064,AAC2372B4E9DE1B2,5071A6B1,2024-08-12T08:03:16,30.64,54.05,950.4,1.43,1.08,-98,-9.8,-79.64375,-33.90375,big-mind-begin-less,869500000,8,250000
device-4352,79BC380806B2B61D,0702C85C,2024-09-13T15:38:25,-6.17,41.71,970.1,3.01,4.98,-30,7.77,-62.204888,-91.542213,like-from-reveal,867100000,11,125000
device-4463,33451409235259AA,50272A2E,2024-08-29T06:04:51,26.39,85.54,1015.3,4.86,3.02,-54,12.44,53.294729,-11.393775,other-hand-audience,869500000,8,250000
device-1508,B676AFF543856446,CC1ECD0E,2024-09-15T12:29:16,17.66,73.6,959.5,0.61,4.34,-84,12.52,2.089171,-84.657799,ready-especially,867100000,9,250000
device-1439,BE4394DBD4E7BD98,6E9DC975,2025-07-06T19:44:47,3.74,74.9,961.9,3.53,4.6,-87,-13.07,87.124944,-24.59246,situation-hard,869500000,11,250000
device-1011,A99BC878F86DB251,73FB1DF7,2025-01-10T01:23:02,49.82,57.63,988.9,2.91,1.26,-63,-2.18,55.422672,54.135931,price-congress,867100000,7,125000
device-1254,8066E4B9FADAD0EB,6C539568,2024-09-13T19:55:02,22.29,64.35,955.8,3.96,1.26,-53,13.7,-27.067915,-19.75522,kitchen-skill,868300000,9,125000
device-4114,820B28A1319F0CF7,2A652FDD,2024-10-29T08:47:13,16.67,74.61,990.0,1.5,3.31,-69,-12.16,-10.774415,146.844723,drug-wait-bill,868300000,7,125000
device-3174,E65D8866C8451349,AA5876DB,2024-07-25T07:55:13,-4.05,39.05,1021.0,0.86,3.11,-73,-11.81,4.502818,13.437505,place-throw-once,868300000,12,250000
device-4893,7C68E5407A38A855,3D3B150A,2024-11-30T08:08:56,2.49,39.31,1044.5,2.87,3.23,-96,6.96,41.954983,-80.570718,bad-election-deep,869500000,11,250000
device-3330,D3F01E6113223BFB,753B776C,2024-10-27T16:24:00,34.37,30.93,974.3,1.84,1.75,-102,4.63,-6.547817,-46.814845,the-continue,867100000,11,125000
device-2806,D7DFE0BBF5A1F7E7,EF701387,2025-07-08T09:27:11,42.31,12.97,955.4,3.3,2.22,-55,-14.31,-54.556041,40.250174,will-fear-like,867100000,9,125000
device-3990,193632C4EE1DEDB8,77D8D3C6,2025-07-08T04:58:51,-9.97,12.18,1012.8,1.41,3.77,-113,7.77,-54.642162,-43.560809,protect-buy-threat,869500000,8,250000
device-1361,E26C4CCBE88F7FB7,F9905AAF,2025-03-23T13:37:37,-4.55,10.24,1010.8,4.97,0.94,-60,14.69,35.170025,129.772191,unit-across-allow,868300000,9,125000
device-3454,E6DAF8613B5CBA7B,4F23DEF4,2025-01-11T09:03:45,12.14,45.73,1003.1,3.86,2.77,-96,14.17,71.526137,-71.069678,wait-their-than,868300000,8,250000
device-4408,1B6B392BF959CEA4,685F9910,2025-01-07T19:32:45,45.13,64.34,1015.7,2.36,3.55,-71,0.52,23.880601,-178.763899,heart-everything,868300000,10,250000
device-2778,0F22BA37BA8D2EA9,847C7222,2025-04-12T22:39:13,-2.32,76.23,1035.1,4.65,4.86,-54,-17.38,62.831427,-162.521267,community-writer,869500000,7,125000
device-4263,7475A00BDCB381F7,6EC93169,2025-02-27T05:29:14,7.67,89.77,951.3,2.7,0.92,-115,-3.14,30.430223,-158.621005,dinner-others-start,868300000,7,125000
device-1933,DFC74ACE2DD816C8,9416ED48,2025-02-24T02:56:06,42.72,51.74,1033.1,2.2,3.81,-36,-8.13,-6.105021,121.364552,such-major-although,868300000,9,125000
device-4336,F434B57988CADF6C,8611FCDA,2024-11-13T20:27:08,18.08,72.74,1001.3,1.45,1.9,-90,2.91,-63.666464,-100.251133,including-truth,868300000,7,250000
device-0114,F52897983DB7B66D,C8CF8C7F,2024-10-22T06:28:23,40.3,38.49,1001.9,4.21,1.61,-53,9.51,78.615785,23.355212,unit-exist-size-boy,868300000,11,250000
device-3758,BE7751B899267678,B588AFCB,2024-11-16T21:55:17,-4.54,81.95,1032.7,4.2,4.41,-119,-18.25,-30.523525,122.283291,impact-wall-some,867100000,8,125000
device-2848,4B8A4F4B34C035EA,4D18F51D,2025-02-23T12:23:49,3.3,64.14,1005.7,1.97,2.23,-70,14.83,-64.46182,34.33087,nearly-only-stage,868300000,12,250000
device-1048,C1347A29E32DE110,CA6D7BFF,2025-03-08T15:34:48,8.15,56.91,971.2,4.34,0.6,-48,6.63,-77.469132,18.848279,picture-agent,867100000,10,125000
device-0471,92A6AAEE15209B1C,9875FD31,2025-02-22T10:59:09,26.24,21.38,1034.4,3.43,0.87,-100,-0.99,-25.919569,-48.493639,eight-necessary,868300000,7,250000
device-4426,AA3D4B76F9CA47BD,26DE2690,2025-06-07T11:47:16,13.08,66.08,1048.7,2.96,3.55,-87,5.35,28.396007,-64.544432,store-lose-one,867100000,8,250000
device-1598,FEEE8647F21C6421,AF01FF40,2025-02-08T04:50:33,-3.06,38.3,985.4,2.09,0.68,-68,6.32,-44.785545,53.723123,sing-stage-stop,867100000,12,250000
device-0111,CA5B8B0A6CDB0FCC,2CC8CF08,2025-01-17T23:19:21,19.88,33.87,984.1,1.73,2.25,-79,0.11,77.053891,145.897595,program-put,869500000,9,250000
device-0243,261729F733E83743,DB8F9A89,2025-05-01T20:55:02,31.8,69.69,1021.2,2.33,2.24,-41,0.13,-39.528611,146.630093,certain-join-better,869500000,8,125000
device-3053,B67504D518617D18,A2767276,2025-02-05T02:21:28,38.1,42.33,975.6,4.28,4.99,-76,-18.76,-59.804337,-134.112678,sell-instead-create,868300000,9,125000
device-3268,8A37A0EEADAB65C0,CFCF2410,2024-11-30T07:41:08,29.77,56.36,988.1,4.76,4.47,-34,-17.91,66.672345,-45.67674,general-suffer,869500000,7,250000
device-0877,88ADEA21ED0A46FF,BF3355CA,2024-10-10T06:13:45,9.77,67.71,1028.9,4.91,1.23,-52,-0.64,-29.355007,163.671594,rest-officer,867100000,11,250000
device-1775,4A3BF0D57E1E0D75,7922DA10,2024-12-17T13:15:51,-8.69,77.82,999.4,4.85,3.78,-91,5.48,-89.32368,85.017948,medical-father-draw,867100000,11,250000
device-1739,73540725DCC28013,DCFC7B84,2024-08-11T16:20:05,47.52,83.53,1029.2,3.85,2.27,-117,-16.88,8.297944,-29.742354,attention-reason,867100000,12,125000
device-1294,FDBB8857929A7F0C,C343AB71,2024-07-19T16:28:11,19.96,56.69,958.3,4.25,0.57,-98,5.21,69.619866,22.801402,between-in-into,869500000,9,125000
device-3845,6DDFC439095F99ED,13DFEE94,2024-12-15T11:11:07,19.0,33.47,964.1,0.78,1.86,-114,-12.88,14.432241,10.510248,drug-physical-group,868300000,9,125000
device-1975,2D62CD00EC644559,C6D10294,2024-11-29T11:48:51,2.07,88.67,994.4,4.1,0.65,-64,-10.93,31.029671,-140.945215,ground-upon-inside,867100000,11,250000
device-1168,68E6C9489EF16864,AB652B27,2024-07-21T01:57:29,38.04,26.77,998.5,3.82,1.33,-56,-16.71,-73.257357,66.509997,another-somebody,868300000,10,250000
device-4836,2D4FEAF31D537CCA,566DD414,2024-10-21T19:06:37,-5.46,53.37,1004.0,1.01,1.4,-76,3.7,-0.048037,165.431132,discuss-our-about,869500000,11,250000
device-2952,CFE77E115207DC04,B67162E1,2024-12-18T08:20:54,-2.5,80.3,1042.6,0.84,1.03,-37,8.19,17.5713,-173.31992,charge-society-bill,867100000,9,125000
device-0732,6F4B7D0A1394106E,C475161E,2025-03-20T19:44:14,-5.87,25.84,950.5,4.35,3.28,-45,-19.11,26.982617,-57.983677,including-very-in,869500000,9,125000
device-0436,1A5065884D98A2C7,88CF664B,2025-03-06T06:58:05,-8.71,12.34,1033.6,4.96,3.81,-75,2.6,-16.324365,-52.623764,key-thought-see,869500000,9,125000
device-4164,2631233BB0DC5E77,D806E742,2025-07-10T04:24:03,-0.24,84.59,1001.1,3.31,2.1,-107,12.7,40.195979,-100.587055,the-beat-energy,868300000,7,250000
device-3721,FC4CCBBBD288E958,6067EE5D,2025-03-28T00:26:01,25.41,55.7,971.2,1.58,1.19,-77,14.0,-48.890609,34.628915,pass-when-yard-over,869500000,7,125000
device-2833,AA91DFD91E38252B,AE4922F7,2025-01-24T12:04:44,38.67,66.13,965.4,1.24,1.03,-102,8.29,-75.41689,-111.672532,wonder-may-simple,868300000,11,125000
device-3138,96592D30DA27F757,44266C8A,2024-11-19T00:58:18,-1.61,16.97,1002.3,3.3,1.57,-45,3.49,48.408105,75.788463,tell-lot-account,869500000,11,125000
device-4526,14F701E81AFF9236,88119812,2024-09-19T04:53:31,-8.93,31.85,1049.2,0.51,1.65,-85,6.43,2.273581,136.051262,prove-clear-hope,869500000,9,125000
device-0376,E8FCA911B6305165,DA4D217F,2024-10-08T21:11:37,4.2,23.62,981.5,4.53,1.6,-96,-7.99,-86.694822,-126.260545,fill-car-cup,868300000,10,250000
device-0598,C7AF879AEC0EE7E9,BC3C8F90,2025-01-26T07:21:50,38.3,44.29,1033.8,1.37,3.15,-32,-12.4,-66.042563,107.180772,pull-mrs-happen,868300000,7,125000
device-4130,997654E1B5ED8AD5,5AA7BBDB,2024-09-13T15:34:55,42.79,77.82,989.9,2.27,3.74,-72,-8.44,23.900185,-43.613937,front-front-forward,868300000,10,125000
device-2944,4CBEE711B2D28272,1D3193FB,2025-02-08T15:51:18,9.5,85.14,1005.8,3.1,2.69,-105,0.49,13.916918,80.059929,community-perhaps,868300000,8,250000
device-1918,A2F669FF07098887,B6A5630E,2024-12-13T20:36:58,11.56,50.26,1042.0,2.24,4.36,-118,-7.3,21.677299,-89.004175,play-shake-public,869500000,7,125000
device-2692,D68E4FDEC814716F,C890D07B,2024-09-12T22:27:12,12.26,81.65,1032.4,3.49,1.41,-59,-11.73,44.759511,-153.004401,apply-line,867100000,9,250000
device-0398,278131FF481EAD3B,F00607EA,2024-07-27T10:38:51,40.61,45.33,958.1,3.06,1.05,-34,-0.12,52.145119,-60.203578,study-for-expect,868300000,8,250000
device-3220,E6494BB3604C6332,F2FD6B93,2024-10-02T22:51:00,35.99,87.97,1032.6,3.98,3.7,-65,8.64,80.065337,-61.059494,business-season-bar,868300000,10,250000
device-1384,2F23E5C2A124A2A3,E26E8E31,2024-09-16T11:43:20,28.82,41.82,1029.3,1.34,3.13,-52,-6.76,78.84023,-156.178082,account-add-threat,869500000,12,250000
device-1068,80E5FFF22208A80E,5149419B,2025-03-27T00:18:07,21.81,31.34,1017.9,3.36,3.88,-84,6.11,23.51353,-175.29174,development-billion,867100000,8,250000
device-0531,1997117DDB094A59,1688C333,2025-04-27T15:21:10,13.49,28.49,963.5,0.57,3.92,-68,4.59,-57.988489,157.401711,represent-within,868300000,12,125000
device-0437,E4EE48482D6B7611,67657495,2025-05-27T03:48:34,37.93,34.06,1039.8,1.0,4.63,-71,-18.72,14.14134,94.100099,executive-body,867100000,7,125000
device-3746,E4E03B9B175007C7,272D5001,2025-06-15T20:41:08,49.59,49.15,1023.9,4.61,3.02,-95,4.43,-30.768776,40.593798,third-store-suffer,868300000,10,250000
device-2902,FE4CE9AC99293093,29D06824,2025-03-11T01:28:42,24.63,18.78,963.3,2.63,3.09,-35,-1.47,62.16036,97.679892,factor-my-finish,869500000,7,125000
device-1987,A02559ECB060A59B,9FD8DD54,2024-11-20T14:15:38,31.53,21.47,974.1,2.18,1.15,-115,4.74,17.606975,-10.189388,thousand-center-key,868300000,8,250000
device-1209,3414EF52114875FF,D8FF1A0F,2025-03-27T08:16:52,-6.28,62.62,992.1,4.42,1.42,-36,-13.95,14.720255,13.612266,from-pay-contain-a,869500000,7,250000
device-4755,951A48E0E3DC04A9,D1B3C182,2025-02-03T20:38:56,35.1,41.38,997.2,1.1,1.68,-102,5.24,-2.082795,-1.860469,style-cell-maintain,869500000,11,250000
device-3335,44DCCBFAE0DB6CED,5DEDB9EF,2025-04-19T12:17:34,0.67,71.49,1009.5,3.52,1.95,-100,-1.07,64.982452,-171.101859,cost-particular,869500000,8,125000
device-0626,C97A01D2B2188D9B,0650B8BA,2025-05-21T09:37:03,35.46,88.43,994.6,3.89,4.16,-114,-13.15,75.922491,-158.251179,marriage-toward,867100000,7,125000
device-0269,BFB23697020C620E,61705A0C,2024-07-20T01:50:35,49.71,58.84,1029.7,0.51,4.23,-92,-2.57,-23.335179,6.316116,country-chair,867100000,12,125000
device-3382,9C3100E794E40E81,F450FB17,2024-10-10T14:16:31,19.59,20.95,963.1,2.84,3.57,-30,5.06,67.473337,24.712478,although-explain,868300000,8,250000
device-4308,B8C378AEE521A400,4E49C402,2025-05-27T03:49:58,49.74,68.08,977.5,0.84,2.36,-98,14.58,-28.916092,-128.812041,until-old-hard-hear,869500000,10,125000
device-1067,28E6CF856D84A675,43D0F80A,2024-08-29T02:43:38,13.79,50.38,1043.4,3.36,3.01,-81,-12.36,-66.367486,-135.175443,business-level,868300000,9,125000
device-3844,F714D7D07B333DE8,C573B1AB,2024-11-19T07:08:04,9.28,66.87,1001.2,1.96,0.58,-99,-8.23,-17.135921,-47.284628,worry-white-go-need,869500000,8,125000
device-0336,403A60D53486E740,7F8ACD53,2025-05-15T05:30:13,21.51,50.99,1024.4,0.96,3.25,-70,-13.91,-46.239554,-6.39557,door-similar-these,869500000,8,125000
device-0240,AE12B283557F5AD1,EFA26398,2025-06-27T08:28:51,36.53,78.47,990.9,3.37,2.48,-85,-14.45,-65.87051,82.361493,foreign-western-key,868300000,11,125000
device-2648,A39C9E78D1D9D3C2,CB13AB95,2024-11-05T23:30:49,34.56,45.2,979.7,2.59,3.26,-104,8.76,37.573449,12.207651,hour-investment,868300000,11,250000
device-4051,016E4C5C14070085,B2238A35,2025-05-16T08:01:21,45.25,51.86,960.7,1.48,0.98,-81,-4.25,-28.319029,15.263598,your-simply-able,868300000,10,250000
device-3215,F367DA1BC1AF31B3,2C0EB2F3,2025-04-03T11:40:00,25.53,40.2,984.0,1.51,4.1,-57,13.69,-62.739247,-97.87628,guess-tend-skill,867100000,9,250000
device-2311,F6925B9CC8DDD571,E28EB0BD,2025-01-19T10:01:06,44.07,22.44,961.8,1.11,3.72,-115,10.02,-72.861001,40.665061,tree-energy-air,867100000,9,250000
device-0650,BF157E5C785BE922,9BCD8836,2025-01-01T14:45:56,27.99,79.89,954.7,3.67,2.32,-74,-2.78,-77.728011,-121.204244,finally-mission,868300000,11,125000
device-1634,012FA3F723D94158,94AD5305,2025-02-01T01:47:31,45.3,79.21,1029.4,2.45,3.77,-113,-11.43,46.804064,131.834559,lead-describe,867100000,11,125000
device-2121,1FC8A25FD4CE3F66,14E77FD6,2024-12-04T14:44:52,42.9,45.1,1034.6,2.9,4.6,-54,-9.01,34.7353,24.009652,onto-member-sister,869500000,8,250000
device-4453,B553DB054F8D6D5E,7806678E,2024-09-13T21:13:15,37.72,19.16,950.2,4.27,3.46,-62,7.44,-60.147112,58.485857,down-billion-life,867100000,9,250000
device-3968,B76BEC4AD44F6404,04BB596D,2025-05-31T22:10:56,15.85,52.82,1004.5,3.56,2.24,-70,0.32,71.006518,107.234817,training-face,869500000,9,125000
device-2213,9CF7A9A469B4CAAB,FF98FD79,2025-07-15T10:22:46,12.23,34.87,986.7,4.78,4.79,-71,-0.93,-11.220607,-73.851539,million-no-think,869500000,12,250000
device-0707,2C098FBE71458E2D,723DED4C,2025-03-16T02:19:24,7.17,22.56,962.7,1.96,3.1,-68,-3.46,-65.178709,-152.53499,public-talk-back,868300000,8,125000
device-1411,A4E22CAAEEF1EFD8,7FB72A58,2025-03-12T03:46:45,9.97,32.91,964.6,3.61,4.2,-85,-5.6,-81.900095,72.312021,my-whole-push,868300000,7,250000
device-2194,07D0750BF0446327,E4D9F2B0,2025-01-15T20:21:52,21.51,21.53,999.0,4.37,4.61,-35,3.05,54.930489,176.638703,professor-station,869500000,11,250000
device-2531,E8243DF7F1F31DF3,D1F4D5C7,2024-10-06T08:51:20,18.43,21.86,1040.5,2.57,3.94,-85,-11.31,-67.043471,16.362853,these-blue-dream,869500000,12,125000
device-2043,02AFFBE84FD19203,0DFF078F,2025-01-09T12:25:38,34.14,64.85,1043.4,2.84,3.68,-107,-2.89,28.014596,82.086457,now-save-us-law,869500000,8,125000
device-2492,533F1BEC5C1B33FC,FB2BEC27,2025-04-11T12:26:23,-1.11,48.72,969.4,2.93,3.91,-91,2.41,60.912321,-80.59557,financial-culture,868300000,8,250000
device-3166,7FCF412AA6B1E6C4,5210FDAE,2024-10-02T10:51:48,-7.64,64.86,987.5,1.52,4.05,-58,14.09,-44.756117,33.249408,candidate-key,868300000,12,125000
device-0076,9ED5F45F94248104,8B53D245,2025-03-31T03:33:52,-7.16,14.58,999.6,3.25,1.75,-104,-18.78,-28.033159,-155.143306,smile-to-your-allow,869500000,11,125000
device-0693,E1BB9104AFB03077,1A089E3C,2025-04-26T13:17:38,12.49,32.98,1025.2,2.07,3.93,-86,-10.52,32.465609,23.096168,number-head-coach,869500000,11,250000
device-0167,AFE1B022283C18BB,1FDB52A9,2024-09-13T14:07:29,32.77,17.93,1038.1,2.92,0.78,-59,-14.17,32.802308,55.070498,professional-bill,867100000,12,250000
device-4158,64D4BA103EE3A89D,413113E5,2024-11-28T01:22:56,38.02,36.31,1004.9,2.64,0.71,-61,2.02,8.070474,-149.794684,phone-mean-now,868300000,11,125000
device-0776,D322D506FC59E5C6,15208A3F,2025-01-14T21:01:26,24.18,43.57,954.6,1.55,4.68,-64,13.45,-10.990639,172.214609,ask-add-red,868300000,9,125000
device-1836,3C3844AAAD8A7B3F,3F118A81,2025-01-26T00:23:35,12.34,47.34,994.2,3.12,1.79,-100,-19.12,16.956529,141.333589,personal-five,868300000,11,250000
device-3336,768C21A93498059E,DAD0C661,2024-11-11T14:17:54,32.51,40.71,979.5,2.36,1.73,-72,-13.76,-89.323298,-102.264806,congress-building,869500000,9,125000
device-1638,CC0A607BBD4F92C7,BE811ACB,2024-07-17T08:10:23,38.68,48.64,1030.1,1.74,3.53,-105,4.83,83.441583,170.153724,painting-control,869500000,10,250000
device-3685,7E429D17E49CA092,C97F7735,2024-07-23T00:56:22,-4.05,25.56,1024.5,2.9,1.97,-58,1.11,-55.074565,165.563892,he-evidence,868300000,12,125000
device-0756,77676F4A13616406,D8A13D73,2024-11-18T22:41:12,8.1,53.42,1003.9,4.1,4.7,-63,8.97,73.431448,132.223481,one-training,867100000,9,250000
device-0763,E0ED7A83AA1BCDE0,247C17BC,2025-03-06T06:42:11,44.71,16.09,1013.7,4.26,3.73,-49,2.31,-78.927192,-6.380544,artist-perhaps,867100000,10,125000
device-3316,5B68152DB5EB7D10,29D657AC,2024-11-10T02:32:22,21.33,73.81,969.4,0.74,4.76,-37,-12.29,-33.448285,-155.075525,key-compare-chair,868300000,10,125000
device-4067,667D5175E11B8649,20E466CB,2024-10-30T16:52:07,35.12,19.12,1029.4,0.69,4.61,-60,-0.18,-23.043878,38.162491,author-style-drug,867100000,11,125000
device-2923,ED59DD61F8C31073,06882296,2024-10-12T15:22:51,28.85,44.46,1043.1,1.51,2.19,-79,-9.12,8.633434,-80.40549,state-game-moment,867100000,7,125000
device-3273,0A9F468DF05E58F8,7D6529DE,2024-09-29T08:38:17,38.1,26.32,1002.6,4.86,2.0,-39,-8.92,-83.240172,-122.620158,floor-protect-some,869500000,8,125000
device-4001,8C631D0FF68D7388,62DD87FD,2024-08-18T11:47:20,11.28,71.22,950.1,2.51,1.05,-31,14.2,-48.67268,-158.476164,recent-matter-role,869500000,7,250000
device-1672,000303877E390E2F,EB1477EE,2025-05-26T07:40:00,-7.88,86.18,1008.1,3.89,1.32,-79,-6.78,78.783897,12.050245,brother-main-happen,867100000,11,125000
device-3864,E2CEA36E703BF130,77DED74D,2024-08-23T09:47:04,1.2,58.58,1003.5,1.29,1.27,-57,-7.32,-42.066645,-76.505522,sister-former-sense,869500000,12,250000
device-2197,7436D5466FE3FDAA,60796E1D,2025-01-02T08:58:48,17.82,78.99,993.9,3.87,1.95,-117,-16.66,73.302563,27.734423,person-tell-nothing,867100000,9,250000
device-0469,ED091DFA60B66A8D,7502D2BB,2025-06-28T15:47:51,-7.94,72.0,1006.6,4.05,3.36,-109,4.64,-22.756201,-148.506219,political-yard,868300000,10,125000
